name;full_name;birth_date;age;height_cm;weight_kgs;positions;nationality;overall_rating;potential;value_euro;wage_euro;preferred_foot
T. Svendsen;Tobias Svendsen;8/31/1999;19;172.72;66.2;CM,LW;Norway;61;76;525000;1000;Right
G. MacKenzie;Gary MacKenzie;10/15/1985;33;190.5;83;CB;Scotland;61;61;140000;2000;Right
A. Sarr;Adama Sarr;3/15/1991;27;175.26;66.2;ST,LM;Senegal;61;61;270000;2000;Right
T. Marsh;Tyrone Marsh;12/24/1993;25;154.94;79.8;LM,RM,ST;England;61;64;325000;2000;Right
Y. Bisseck;Yann Aurel Bisseck;11/29/2000;18;193.04;83;CB,CDM;Germany;61;82;500000;1000;Right
T. Casali;Tino Casali;11/14/1995;23;190.5;82.1;GK;Austria;61;67;250000;2000;Right
A. Spyrou;Anthony Spyrou;12/31/1999;19;182.88;73.9;ST,LW;England;61;78;525000;3000;Right
C. Yüksel;Celil Yüksel;1/1/1998;21;170.18;67.1;CM;Turkey;61;75;550000;6000;Right
M. Engelhardt;Marcel Engelhardt;4/5/1993;25;190.5;88;GK;Germany;61;66;240000;1000;Right
A. Ávila;José Andrés Ávila De Santiago;5/1/1998;20;152.4;64.9;LM;Mexico;61;74;475000;3000;Right
A. Al Jadani;Abdullah Al Jadani;3/6/1991;28;154.94;67.1;GK;Saudi Arabia;61;62;200000;3000;Right
R. Edwards;Ryan Edwards;11/17/1993;25;175.26;73;CAM,LM,CM;Australia;61;64;325000;1000;Right
F. Baise;Festus Baise;4/11/1980;38;172.72;72.1;CB,CDM;Hong Kong;61;61;30000;2000;Right
R. Muhammed;Rashad Muhammed;9/25/1993;25;182.88;82.1;ST;France;61;64;325000;3000;Right
Li Xiaoming;李晓明;1/19/1996;23;182.88;73.9;CB,CDM;China PR;61;68;300000;2000;Right
A. Stadler;Andrew Stadler;1/5/1988;31;152.4;71.2;ST,RM;United States;61;61;240000;1000;Right
C. Clements;Christopher Clements;2/6/1990;29;175.26;66.2;CM;England;61;61;250000;3000;Right
T. Denton;Tyler Denton;9/6/1995;23;175.26;66.2;LB,LWB;England;61;70;325000;5000;Left
D. Hyam;Dominic Hyam;12/20/1995;23;187.96;69.9;CB;Scotland;61;71;350000;2000;Right
T. Buitink;Thomas Buitink;6/14/2000;18;175.26;68;ST;Netherlands;61;77;525000;1000;Right
Vitó Ferreira;Victor Emanuel Araújo Ferreira;9/18/1997;21;154.94;69.9;CM;Portugal;61;70;375000;1000;Left
D. Barnes;Dillon Barnes;4/8/1996;22;193.04;78;GK;England;61;70;290000;2000;Left
T. Kainz;Tobias Kainz;10/31/1992;26;175.26;69.9;RB;Austria;61;64;260000;2000;Right
Gorka Giralt;Gorka Giralt Amotxategi;9/18/1995;23;190.5;78.9;GK;Spain;61;71;300000;1000;Left
Leja;Alberto Lejárraga Rubio;4/15/1995;23;190.5;83.9;GK;Spain;61;71;300000;1000;Right
G. Gaetano;Gianluca Gaetano;5/5/2000;18;175.26;69.9;CAM,ST;Italy;61;81;525000;4000;Right
I. Aguilar;Isaác Aguilar;7/22/1997;21;152.4;74.8;CDM;Mexico;61;74;425000;6000;Right
M. Hosseini;Seyed Majid Hosseini;6/20/1996;22;182.88;76.2;CB;Iran;61;67;290000;4000;Right
K. Partida;Kevin Partida;3/10/1995;23;172.72;68;LB,CM;United States;61;66;280000;1000;Left
F. Obilor;Faith Friday Obilor;3/5/1991;28;185.42;94.8;CB;Nigeria;61;63;250000;1000;Right
Jiang Jiajun;姜嘉俊;1/8/1990;29;182.88;73;RB,LB;China PR;61;61;200000;2000;Right
H. Tifner;Hernán Tifner;9/20/1996;22;175.26;71.2;CAM;Argentina;61;70;400000;2000;Right
S. Old;Steven Old;2/17/1986;33;190.5;84.8;CB;New Zealand;61;61;140000;2000;Right
D. Byrtek;Damian Byrtek;3/7/1991;28;193.04;83.9;CB;Poland;61;63;250000;1000;Right
Ángel López;Ángel López Pérez;2/7/1997;22;172.72;74.8;LM,RM;Spain;61;71;400000;3000;Left
J. Cacciabue;Jeronimo Cacciabue;1/24/1998;21;172.72;73;CDM,CM;Argentina;61;72;375000;2000;Right
Wang Song;汪嵩;10/12/1983;35;152.4;73.9;RM;China PR;61;61;130000;4000;Right
B. Lundgaard;Ben Lundgaard;9/25/1995;23;195.58;93;GK;United States;61;67;250000;1000;Right
L. Woolfenden;Luke Woolfenden;10/21/1998;20;182.88;69.9;CB,RB;England;61;70;325000;1000;Right
A. Helmersen;Andreas Helmersen;3/15/1998;20;190.5;82.1;ST;Norway;61;72;450000;1000;Left
J. Wallace;James Robert Wallace;12/19/1991;27;154.94;83;CM;England;61;61;270000;2000;Right
G. Guiffrey;Germán Guiffrey;12/31/1997;21;182.88;73.9;CB;Argentina;61;72;375000;2000;Left
P. Michael;Peter Godly Michael;5/10/1998;20;185.42;83;ST;Nigeria;61;71;425000;1000;Right
M. Forss;Marcus Forss;6/18/1999;19;185.42;64.9;ST;Finland;61;73;450000;4000;Right
K. Kakoi;圍 謙太朗;4/23/1991;27;190.5;89.8;GK;Japan;61;63;200000;1000;Right
R. Yamazaki;山崎 亮平;3/14/1989;29;172.72;76.2;LM,ST;Japan;61;61;250000;2000;Right
M. Krauß;Maximilian Krauß;11/24/1996;22;170.18;66.2;RW,ST;Germany;61;68;350000;1000;Right
D. O'Shea;Dara O'Shea;3/4/1999;20;182.88;64.9;CB;Republic of Ireland;61;73;375000;2000;Right
E. Fernández;Eduardo Fernández;12/16/1992;26;190.5;77.1;GK;Mexico;61;65;230000;6000;Right
Lee Tae Ho;이태호 Tae Ho Lee;3/16/1991;27;185.42;79.8;CB;Korea Republic;61;62;240000;1000;Right
A. Al Fiqi;Ahmed Al Fiqi;12/31/1992;26;175.26;66.2;RM;Saudi Arabia;61;62;300000;6000;Left
Darío Poveda;Darío Poveda Romera;3/13/1997;21;185.42;74.8;ST;Spain;61;71;425000;6000;Right
S. Boyd;Scott Boyd;6/4/1986;32;187.96;74.8;CB;Scotland;61;61;140000;1000;Right
J. Keohane;Jimmy Keohane;1/22/1991;28;154.94;72.1;CDM,CAM;Republic of Ireland;61;62;240000;1000;Right
J. Dinzeyi;Jonathan Dinzeyi;10/13/1999;19;182.88;83;CB;England;61;77;475000;5000;Right
C. McCarthy;Conor McCarthy;4/11/1998;20;185.42;74.8;CB,RB;Republic of Ireland;61;75;500000;1000;Right
Tang Jiashu;唐佳庶;9/22/1990;28;182.88;78.9;CB,CDM,RB;China PR;61;61;210000;2000;Right
Lee Jae Ik;이재익 Jae Ik Lee;5/21/1999;19;185.42;76.2;CB;Korea Republic;61;74;425000;1000;Right
J. Asiri;Jaber Asiri;9/24/1997;21;152.4;64;ST;Saudi Arabia;61;73;450000;4000;Left
V. Golemić;Vladimir Golemić;6/28/1991;27;193.04;83;CB;Serbia;61;64;250000;1000;Right
S. Ruiz;Santiago Ruiz;12/1/1997;21;185.42;78.9;LB;Colombia;61;75;500000;1000;Left
J. Houghton;Jordan Houghton;11/9/1995;23;182.88;78.9;CM,CDM;England;61;68;350000;3000;Right
V. Müller;Valentino Müller;1/19/1999;20;175.26;68;CDM,CM;Austria;61;73;375000;1000;Right
M. Quiñones;Mairon Quiñones;4/20/1996;22;172.72;69.9;LB,CB;Colombia;61;66;280000;1000;Left
Bai Yuefeng;白磊;3/28/1987;31;154.94;73.9;RB;China PR;61;61;160000;3000;Right
M. Reule;Maximilian Reule;2/1/1994;25;187.96;83.9;GK;Germany;61;67;250000;1000;Right
J. Suárez;Jonathan Suárez;2/22/1997;22;152.4;76.2;RM;United States;61;69;375000;2000;Right
Diego Pampín;Diego Varela Pampín;3/15/2000;18;175.26;71.2;LB,LM;Spain;61;79;450000;2000;Left
D. Vlahovic;Dusan Vlahovic;1/28/2000;19;190.5;79.8;ST;Serbia;61;80;525000;5000;Left
J. Lindsey;Jaylin Lindsey;3/27/2000;18;172.72;76.2;RB,LB;United States;61;80;450000;1000;Right
J. Ogenia;Justin Ogenia;2/5/1999;20;154.94;72.1;RW;Curacao;61;72;425000;1000;Right
A. Bennett;Alan Bennett;10/4/1981;37;187.96;84.8;CB;Republic of Ireland;61;61;30000;1000;Right
T. Børkeeiet;Tobias Borchgrevink Børkeeiet;4/18/1999;19;185.42;74.8;CM,CDM;Norway;61;79;525000;1000;Right
L. Gambin;Luke Gambin;3/16/1993;25;167.64;69.9;LM,CM;Malta;61;63;300000;2000;Left
P. Tawiah;Philimon Tawiah;12/11/1998;20;172.72;69.9;LB;Ghana;61;71;350000;1000;Left
M. Roffo;Manuel Roffo;4/4/2000;18;182.88;79.8;GK;Argentina;61;82;475000;1000;Right
A. Evans;Antony Evans;9/23/1998;20;187.96;68;CAM;England;61;75;550000;1000;Right
Yi Fan;祎凡;3/8/1992;27;185.42;78.9;GK;China PR;61;65;230000;2000;Right
L. Østigård;Leo Østigård;11/28/1999;19;182.88;79.8;CB;Norway;61;81;475000;3000;Right
D. Duhaney;Demeaco Duhaney;10/13/1998;20;154.94;69.9;RB,LB;England;61;77;475000;3000;Right
K. Kizito;Kwame Kizito;7/21/1996;22;187.96;73;ST;Ghana;61;69;375000;1000;Right
K. Kristinsson;Kristófer Ingi Kristinsson;4/7/1999;19;190.5;71.2;LW,ST;Iceland;61;74;475000;1000;Right
P. Smyth;Paul Smyth;9/10/1997;21;175.26;67.1;RM,ST;Northern Ireland;61;75;550000;1000;Right
D. Mihajlovic;Dragan Mihajlovic;8/22/1991;27;152.4;73.9;RB,LM,LB,RM;Switzerland;61;62;240000;2000;Right
K. Anzai;安在 和樹;8/7/1994;24;172.72;68;RB,LB,RM;Japan;61;67;290000;1000;Left
M. Wintzheimer;Manuel Wintzheimer;1/10/1999;20;154.94;77.1;ST;Germany;61;77;550000;2000;Right
G. Lamardo;Gonzalo Lamardo;4/25/1997;21;167.64;67.1;CAM,CM;Argentina;61;70;400000;3000;Right
N. Bazan;Nazareno Bazan;3/8/1999;20;182.88;73.9;ST;Argentina;61;75;550000;2000;Right
J. Mendive;Joaquín Mendive;8/8/1996;22;152.4;68.9;GK;Argentina;61;70;300000;1000;Right
Y. Schmid;Yannick Schmid;5/11/1995;23;185.42;76.2;CB;Switzerland;61;71;350000;2000;Right
M. Rose;Mitchell Rose;7/4/1994;24;175.26;78;CM,RM,RB;England;61;66;325000;3000;Right
J. Álvarez;Julián Álvarez;1/31/2000;19;170.18;71.2;ST;Argentina;61;81;525000;2000;Right
T. Basila;Thomas Basila;4/30/1999;19;187.96;77.1;CB;France;61;77;500000;2000;Right
F. Lesniak;Filip Lesniak;5/14/1996;22;175.26;69.9;CM;Slovakia;61;69;375000;2000;Right
P. Farman;Paul Farman;11/2/1989;29;185.42;81.2;GK;England;61;61;180000;2000;Right
J. Morias;Junior Morias;7/4/1995;23;172.72;88;ST;Jamaica;61;70;400000;3000;Right
M. Lercher;Michael Lercher;1/4/1996;23;152.4;68.9;LB,LWB;Austria;61;68;300000;3000;Left
E. Bytyqi;Enis Bytyqi;2/18/1997;22;152.4;76.2;ST,RM;Kosovo;61;69;375000;1000;Right
L. Malagón;Luis Ángel Malagón Velázquez;3/2/1997;22;152.4;77.1;GK;Mexico;61;73;350000;1000;Right
Bae Sin Yeong;배신영 Sin Yeong Bae;6/11/1992;26;154.94;68.9;CM;Korea Republic;61;64;300000;1000;Right
Liang Xueming;梁学铭;8/2/1995;23;175.26;69.9;ST;China PR;61;67;350000;3000;Right
S. Ayala;Jhoan Sebastián Ayala Sanabria;9/14/1995;23;154.94;78;CDM,CM;Colombia;61;69;325000;1000;Right
W. Atkinson;Will Atkinson;10/14/1988;30;152.4;67.1;CM;England;61;61;240000;4000;Right
M. Ellis;Mark Ellis;9/30/1988;30;187.96;78;CB;England;61;61;200000;2000;Right
N. Temperini;Nicolás Temperini;2/9/1995;24;185.42;78;GK;Argentina;61;68;260000;2000;Right
A. Morkaya;Arif Morkaya;5/30/1989;29;187.96;79.8;CDM;Turkey;61;61;200000;4000;Right
R. D'Haese;Robbie D'Haese;2/25/1999;20;152.4;64.9;LM,CAM;Belgium;61;73;425000;1000;Right
J. Albert;Josué Albert;1/21/1992;27;185.42;86.2;CB;France;61;64;260000;1000;Right
J. Benteke;Jonathan Benteke Lifeka;4/28/1995;23;185.42;76.2;ST;Belgium;61;67;350000;3000;Right
C. Calderón;Cristian Calderón;5/24/1997;21;170.18;66.2;LB;Mexico;61;74;425000;2000;Right
M. Kamekawa;竜川 諒史;5/28/1993;25;175.26;64;LB,LWB;Japan;61;65;270000;2000;Right
J. Bamert;Jan Bamert;3/9/1998;20;182.88;74.8;CB,RB,LB;Switzerland;61;77;500000;3000;Right
E. Wichne;Eirik Wichne;5/12/1997;21;175.26;69.9;RB,RWB;Norway;61;72;375000;1000;Right
J. Brinch;Jeppe Brinch-Vilhelmsen;5/8/1995;23;185.42;78.9;RB,CB;Denmark;61;69;325000;2000;Right
S. Tka;Saïf Tka;4/20/1991;27;182.88;82.1;CB,RB;Tunisia;61;61;210000;2000;Right
E. Cerna;Edwin Cerna;1/17/1998;21;172.72;64.9;LW;Mexico;61;74;475000;7000;Right
M. Hewelt;Mateusz Hewelt;9/23/1996;22;185.42;78;GK;Poland;61;70;300000;6000;Right
J. Mondragón;John Steven Mondragón;10/15/1994;24;154.94;74.8;CB;Colombia;61;70;325000;1000;Right
E. Joseph;Evens Joseph;7/16/1999;19;152.4;71.2;LW,RW;France;61;77;525000;2000;Right
J. Sánchez Purata;Juan Sánchez Purata;1/9/1998;21;187.96;78;CB;Mexico;61;74;425000;5000;Right
Jung Seon Ho;정선호 郑顺浩;3/25/1989;29;182.88;78;CDM,CM;Korea Republic;61;61;200000;1000;Left
J. Ponceau;Julien Ponceau;11/28/2000;18;170.18;59.9;CAM,RM;France;61;76;500000;1000;Right
F. Sgarbi;Filippo Sgarbi;12/29/1997;21;190.5;83.9;CB;Italy;61;70;350000;1000;Right
T. Warschewski;Tobias Warschewski;2/6/1998;21;187.96;78;ST;Germany;61;72;450000;1000;Right
D. Barlaser;Daniel Barlaser;1/18/1997;22;182.88;62.1;CM,CDM;England;61;70;375000;5000;Right
C. Omeje;Chidi Omeje;5/5/1990;28;182.88;78;ST;Nigeria;61;61;260000;1000;Right
M. Taylor-Crossdale;Martell  Taylor-Crossdale;12/26/1999;19;185.42;77.1;ST;England;61;79;525000;8000;Right
H. Wingo;Henry Wingo;10/4/1995;23;182.88;77.1;RM,LM,RB;United States;61;68;350000;1000;Right
T. Taiwo;Tom Taiwo;2/27/1990;29;170.18;69.9;CM;England;61;61;250000;2000;Right
M. Knudsen;Morten Knudsen;4/28/1995;23;152.4;69.9;CM,CDM;Denmark;61;68;350000;2000;Right
M. Allende;Marcelo Ivan Allende Bravo;4/7/1999;19;165.1;63;CAM;Chile;61;71;400000;1000;Right
C. Brandeborn;Christopher Brandeborn;3/5/1991;28;175.26;74.8;RW;Sweden;61;61;260000;1000;Right
L. Scherff;Lukas Scherff;7/14/1996;22;175.26;69.9;LM,CAM,LB,LW;Germany;61;69;375000;1000;Left
T. Clarke;Trevor Clarke;3/26/1998;20;165.1;66.2;LM,LB;Republic of Ireland;61;75;550000;1000;Left
Y. Iwasaki;Yuto Iwasaki;6/11/1998;20;172.72;68.9;LW,CF;Japan;61;72;425000;1000;Right
E. Linthorst;Evert Linthorst;3/3/2000;19;182.88;73;CM;Netherlands;61;73;400000;1000;Right
D. Carr;Daniel Carr;5/29/1994;24;154.94;77.1;ST;England;61;65;325000;1000;Right
D. Jarl;Daniel Jarl;4/13/1992;26;195.58;82.1;CB;Sweden;61;64;260000;1000;Left
D. Klomp;Daan Klomp;8/10/1998;20;187.96;82.1;CB;Netherlands;61;70;325000;1000;Right
M. Castro;Manuel Castro;9/27/1995;23;172.72;72.1;RM,LM;Uruguay;61;68;350000;3000;Right
C. Martin;Collin Martin;11/9/1994;24;154.94;68;CDM,CM;United States;61;65;280000;1000;Right
J. Chambers;Jack Chambers;7/12/2000;18;152.4;64.9;CM;Northern Ireland;60;76;400000;2000;Right
Oleaga;Hodei Oleaga Alarcia;12/29/1996;22;198.12;87.1;GK;Spain;60;69;240000;2000;Right
A. Zendejas;Alejandro Zendejas Saavedra;2/7/1998;21;170.18;64.9;LM;Mexico;60;69;325000;4000;Left
K. Bigler;Kevin Bigler;10/5/1992;26;170.18;69.9;RB,LM,RM;Switzerland;60;63;210000;2000;Right
D. Jarvis;Daniel Adam Jarvis;4/3/1998;20;152.4;64;CAM,CM;England;60;76;450000;4000;Right
M. Barnes;Marcus Barnes;12/1/1996;22;185.42;72.1;ST;England;60;67;300000;5000;Left
M. Bakhit;Masood Bekheet;1/5/1992;27;167.64;60.8;RB;Saudi Arabia;60;61;200000;2000;Right
S. Perić;Stefan Perić;2/13/1997;22;185.42;79.8;CB;Austria;60;66;240000;1000;Right
G. Herrem;Geir André Herrem;1/28/1988;31;187.96;82.1;ST,CF;Norway;60;60;200000;1000;Right
J. Marcinkowski;James Marcinkowski;5/9/1997;21;185.42;83.9;GK;United States;60;71;280000;1000;Right
J. Montaño;Jackson David Montaño Palacios;5/17/1993;25;170.18;68.9;RB;Colombia;60;65;230000;1000;Right
D. Loader;Danny Loader;8/28/2000;18;182.88;68;ST,CAM;England;60;82;450000;3000;Right
N. Rütten;Nils Rütten;7/20/1995;23;182.88;74.8;CDM,CB;Germany;60;68;260000;1000;Right
D. Cole;Darren Cole;1/3/1992;27;187.96;79.8;CB,RB;Scotland;60;63;220000;1000;Right
R. Mudražija;Robert Mudražija;5/5/1997;21;152.4;69.9;CM;Croatia;60;74;450000;2000;Right
J. Williams;JJ Williams;1/4/1998;21;193.04;91.2;ST;United States;60;71;350000;1000;Right
H. Al Ghamdi;Hamed Al Ghamdi;4/2/1999;19;160.02;59;CM,CAM,CDM;Saudi Arabia;60;76;450000;2000;Right
G. Reilly;Gavin Reilly;5/10/1993;25;154.94;73;ST;Scotland;60;62;260000;2000;Right
C. Slattery;Callum Slattery;2/8/1999;20;190.5;69.9;CAM,CM;England;60;77;450000;3000;Right
J. Coustrain;Joel Coustrain;1/22/1996;23;172.72;68;RM,LM;Republic of Ireland;60;68;300000;1000;Left
Kang Yun Seong;강윤성 康尹宋;7/1/1997;21;182.88;74.8;CM;Korea Republic;60;73;400000;1000;Right
Park Jeong Su;박정수 朴钟洙;4/12/1994;24;187.96;76.2;CB,CDM;Korea Republic;60;62;210000;1000;Right
A. Buongiorno;Alessandro Buongiorno;6/6/1999;19;190.5;79.8;LB,CB;Italy;60;74;400000;2000;Left
Yang Jun;杨君;6/10/1981;37;187.96;78;GK;China PR;60;60;10000;2000;Right
L. Gottwalt;Lukas Erhan Eberhard Gottwalt;9/16/1997;21;193.04;83.9;CB;Germany;60;72;325000;1000;Right
K. Skoglund;Kim Skoglund;8/28/1987;31;182.88;78.9;CB;Sweden;60;60;150000;1000;Right
B. Urbański;Bartłomiej Urbański;5/15/1998;20;175.26;68;CM,CDM;Poland;60;70;325000;1000;Left
J. Velásquez;Jhon Velásquez;5/2/1995;23;175.26;69.9;RM;Colombia;60;69;325000;1000;Right
C. Kühlwetter;Christian Kühlwetter;4/21/1996;22;154.94;74.8;LM,ST;Germany;60;68;300000;1000;Right
Lee Ji Hoon;이지훈 李智训;3/24/1994;24;175.26;68.9;RB;Korea Republic;60;66;240000;1000;Right
R. Mahazi;Rashid Mahazi;4/20/1992;26;152.4;74.8;CDM,CM;Australia;60;60;180000;1000;Right
E. Erenler;Erten Erenler;6/28/1993;25;152.4;67.1;CB;Turkey;60;65;230000;2000;Right
D. Cruz;Diego Cruz;1/13/1995;24;170.18;59.9;RB,LB,RWB,LWB;Mexico;60;65;230000;1000;Right
E. Weeger;Eric Weeger;2/2/1997;22;152.4;73.9;RB,CDM;Germany;60;67;250000;1000;Right
K. Krasniqi;Kamer Krasniqi;1/11/1996;23;152.4;67.1;CM,CDM,RB;Kosovo;60;68;300000;1000;Right
J. Gibbons;James Gibbons;3/16/1998;20;175.26;59.9;RB,RWB;England;60;66;240000;2000;Right
A. Favaro;Alessandro Favaro;7/18/1995;23;187.96;76.2;GK;Italy;60;65;200000;1000;Right
Algobia;Ángel Algobia Esteves;6/23/1999;19;154.94;78;CM;Spain;60;77;450000;1000;Right
N. Ferguson;Nathan Ferguson;10/6/2000;18;154.94;69.9;CB;England;60;75;375000;2000;Right
Guo Quanbo;郭全博;8/31/1997;21;185.42;79.8;GK;China PR;60;70;260000;1000;Right
P. Ruiz;Pablo Enrique Ruíz;12/20/1998;20;172.72;68;LW,RW,LB,CM;Argentina;60;77;450000;1000;Left
L. Croll;Luke Croll;1/10/1995;24;185.42;76.2;CB;England;60;65;240000;2000;Left
F. Çakır;Faruk Çakır;2/8/1995;24;190.5;79.8;GK;Turkey;60;67;210000;2000;Right
S. Murillo;Jesús Steven Murillo León;8/17/1993;25;175.26;73;LB;Colombia;60;65;230000;1000;Left
M. Rauschenberg;Martin Rauschenberg;1/15/1992;27;187.96;83.9;CB;Denmark;60;62;210000;1000;Right
V. Burgoa;Valentín Burgoa;8/16/2000;18;175.26;68;CM;Argentina;60;77;400000;1000;Left
A. Al Harbi;Abdullah Al Harbi;1/28/1989;30;152.4;72.1;CB;Saudi Arabia;60;60;160000;2000;Left
Liao Bochao;聊博超;7/16/1987;31;154.94;69.9;RB;China PR;60;60;150000;2000;Right
M. Okazaki;岡崎 慎;10/10/1998;20;154.94;73.9;CB,RB;Japan;60;75;400000;1000;Right
T. Makowski;Tomasz Makowski;7/19/1999;19;152.4;72.1;CM,CDM,CAM;Poland;60;73;375000;1000;Right
R. Izumi;和泉 竜司;11/6/1993;25;172.72;72.1;CM,LM,CB;Japan;60;64;270000;1000;Right
M. Seidel;Mario Seidel;1/19/1995;24;185.42;82.1;GK;Germany;60;66;210000;1000;Right
G. Abregú;Gustavo Abregú;7/4/1997;21;170.18;67.1;RB,CB,LB;Argentina;60;70;290000;1000;Right
R. Germain;Ryo Germain;4/19/1995;23;182.88;74.8;ST;Japan;60;66;290000;1000;Right
R. Strain;Ryan Strain;4/2/1997;21;154.94;76.2;RB;Australia;60;68;260000;1000;Right
J. Maddox;Jacob Maddox;11/3/1998;20;152.4;72.1;LM;England;60;78;450000;1000;Right
M. Lund;Marco Lund;6/30/1996;22;182.88;87.1;CB;Denmark;60;67;250000;2000;Right
D. Chávez;Diego Chávez;5/11/1995;23;154.94;60.8;ST;Mexico;60;64;270000;1000;Right
R. Miller;Ricky Miller;3/13/1989;29;175.26;76.2;ST;England;60;60;210000;3000;Left
V. Drkušić;Vanja Drkušić;10/30/1999;19;185.42;79.8;CB;Slovenia;60;75;375000;1000;Right
R. Fulton;Ryan Fulton;5/23/1996;22;190.5;69.9;GK;Scotland;60;67;210000;1000;Left
P. Posipal;Patrick Posipal;3/3/1988;31;187.96;78;CDM,CB;Germany;60;60;150000;1000;Right
Caio Marcelo;Caio Marcelo Pinheiro da Silva;3/14/1998;20;190.5;88;CB;Brazil;60;71;325000;1000;Right
Hu Ruibao;胡睿宝;10/17/1996;22;185.42;73;CB;China PR;60;68;270000;2000;Left
Yang Qipeng;杨启鹏;5/14/1987;31;185.42;76.2;GK;China PR;60;60;130000;2000;Right
E. Fujishima;Eisuke Fujishima;1/31/1992;27;185.42;87.1;GK;Japan;60;61;170000;1000;Right
A. Racioppi;Anthony Racioppi;12/31/1998;20;185.42;79.8;GK;Switzerland;60;77;375000;2000;Right
T. Buhagiar;Trent Buhagiar;2/27/1998;21;152.4;64.9;CAM;Australia;60;72;375000;1000;Right
P. Sussek;Patrick Sussek;2/8/2000;19;175.26;68;CAM,RM;Germany;60;77;425000;2000;Right
Altube;Diego Altube Suárez;2/22/2000;19;187.96;84.8;GK;Spain;60;80;350000;3000;Right
I. Łasicki;Igor Łasicki;6/26/1995;23;182.88;69.9;CB;Poland;60;67;250000;6000;Right
San Román;Miguel San Román Ferrándiz;7/14/1997;21;187.96;78.9;GK;Spain;60;71;280000;3000;Right
M. Ortíz;Marcelo Ortíz;1/13/1994;25;185.42;73.9;CB,RB;Argentina;60;65;240000;2000;Right
H. Nakabayashi;中林 洋次;4/28/1986;32;182.88;73;GK;Japan;60;60;120000;1000;Left
J. Boller;Jan Boller;3/14/2000;18;185.42;82.1;CB,RB,LB;Germany;60;77;375000;3000;Right
A. Nalic;Adi Nalic;12/1/1997;21;190.5;78;CAM,CF;Sweden;60;73;400000;1000;Right
M. Hausjell;Marko Hausjell;6/6/1999;19;175.26;69.9;RM;Austria;60;73;400000;1000;Right
F. Myhre;Felix Horn Myhre;3/4/1999;20;154.94;74.8;CDM;Norway;60;76;400000;1000;Right
F. Ugrinic;Filip Ugrinic;1/5/1999;20;182.88;83.9;CM,CAM,CDM;Switzerland;60;77;450000;1000;Right
L. Gibson;Lewis Gibson;7/19/2000;18;185.42;74.8;CB,LB;England;60;80;375000;4000;Left
L. Martis;Liandro Felipe Martis;11/13/1995;23;170.18;73;LM;Curacao;60;67;290000;7000;Right
E. Durrell;Elliott Durrell;7/31/1989;29;152.4;74.8;RW,RM,CAM;England;60;60;210000;2000;Right
N. Fadiga;Noah Fadiga;12/3/1999;19;154.94;64.9;CAM,RM,LM;Belgium;60;74;425000;2000;Left
E. Zehir;Ersin Zehir;1/15/1998;21;182.88;78;CDM;Germany;60;71;325000;2000;Right
M. Zeidan;Moustafa Zeidan;6/7/1998;20;170.18;69.9;CM;Sweden;60;71;350000;1000;Left
K. Bennetts;Keanan Bennetts;3/9/1999;20;182.88;73;LM,RM,LB;England;60;78;450000;2000;Left
S. Nigro;Stefan Nigro;8/10/1996;22;154.94;69.9;LB,RB,CDM;Australia;60;69;280000;1000;Right
K. Lowe;Keith Lowe;9/13/1985;33;187.96;87.1;CB;England;60;60;120000;2000;Right
F. Piszczek;Filip Piszczek;5/26/1995;23;187.96;77.1;ST;Poland;60;67;300000;1000;Right
Yeun Jong Gyu;Jong Gyu Yeun;3/20/1998;20;172.72;64;RB,LM,RM;Korea Republic;60;74;400000;1000;Right
Gabriel Brazão;Gabriel Resende Brazão;10/5/2000;18;190.5;78;GK;Brazil;60;78;325000;1000;Right
J. Novillo;Joaquín Novillo;2/19/1998;21;187.96;83;CB;Argentina;60;74;425000;2000;Right
N. Katterbach;Noah Katterbach;4/13/2001;17;152.4;73;LWB;Germany;60;83;400000;1000;Left
G. Gori;Gabriele Gori;2/13/1999;20;187.96;73.9;ST;Italy;60;75;450000;4000;Left
J. Ochoa;Juan Guillermo Ochoa Tamayo;7/16/1996;22;185.42;83;CB;Colombia;60;69;280000;1000;Right
M. Chajia;Moutir Chajia;6/4/1998;20;154.94;72.1;CF;Belgium;60;70;350000;1000;Right
D. Fernández;Diego Fernández;3/8/1998;21;175.26;69.9;CM;Chile;60;67;290000;1000;Right
M. Crowe;Michael Thomas Tallaksen Crowe;11/13/1995;23;193.04;83.9;GK;Wales;60;68;230000;1000;Right
A. Nathaniel-George;Ashley Nathaniel-George;6/14/1995;23;175.26;68;LM;England;60;66;280000;1000;Right
G. Bakırbaş;Göktuğ Bakırbaş;6/1/1996;22;195.58;83;GK;Turkey;60;66;210000;2000;Right
Xavi Sintes;Xavier Sintes Egea;8/5/2001;17;190.5;71.2;CDM;Spain;60;78;375000;1000;Right
D. Becker;Diego Becker;11/24/1997;21;170.18;66.2;LM,RM;Argentina;60;73;400000;2000;Left
T. Pemberton;Tre Pemberton;1/3/1999;20;175.26;68;RW;England;60;78;450000;3000;Right
Yun Ji Hyeok;윤지혁 Ji Hyeok Yun;2/7/1998;21;190.5;84.8;CB;Korea Republic;60;74;425000;1000;Right
Y. Zahary;Younn Zahary;10/8/1998;20;190.5;82.1;CB;France;60;71;300000;1000;Right
M. Tapias;Miguel Tapias;1/9/1997;22;154.94;72.1;CB;Mexico;60;68;270000;3000;Right
