Unnamed: 0,Company Name,Location,Datum,Detail,Status Rocket," Rocket",Status Mission
791,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sat Nov 15, 2008",Space Shuttle Endeavour | STS-126,StatusRetired,"450.0 ",Success
792,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Wed Nov 05, 2008",Long March 2D | Shiyan-3 & Chuangxin-1(02),StatusActive,"29.75 ",Success
793,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Wed Nov 05, 2008",Long March 2D | Shiyan-3 & Chuangxin-1(02),StatusActive,"29.75 ",Success
794,CASC,"LC-2, Xichang Satellite Launch Center, China","Wed Oct 29, 2008",Long March 3B/E | VENESAT 1,StatusActive,"29.15 ",Success
795,ULA,"SLC-2W, Vandenberg AFB, California, USA","Sat Oct 25, 2008",Delta II 7420-10C | COSMO-3,StatusRetired,,Success
796,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sat Oct 25, 2008",Long March 4B | Shijian-6E & F,StatusActive,"64.68 ",Success
797,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Wed Oct 22, 2008",PSLV-XL | Chandrayaan-1,StatusActive,"31.0 ",Success
798,Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Sun Oct 19, 2008",Pegasus XL | IBEX,StatusActive,"40.0 ",Success
799,Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","Wed Oct 01, 2008",Dnepr | THEOS 1,StatusRetired,"29.0 ",Success
800,SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Sun Sep 28, 2008",Falcon 1 | RatSat,StatusRetired,"7.0 ",Success
801,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Sun Sep 28, 2008",Long March 2F/G | Shenzhou 7,StatusActive,,Success
802,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed Sep 24, 2008",Zenit-3 SL | Galaxy 19,StatusActive,,Success
803,ULA,"SLC-2W, Vandenberg AFB, California, USA","Sat Sep 06, 2008",Delta II 7420-10C | GeoEye-1,StatusRetired,,Success
804,CASC,"LC-7, Taiyuan Satellite Launch Center, China","Sat Sep 06, 2008",Long March 2C/SMA | Huanjing-1A & 1B,StatusActive,,Success
805,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Fri Aug 29, 2008",Dnepr | RapidEye 1 to 5,StatusRetired,"29.0 ",Success
806,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","Sun Aug 17, 2008",Safir-1 | Unknown Payload,StatusRetired,,Failure
807,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Aug 14, 2008",Ariane 5 ECA | Superbird-7 & AMC-21,StatusActive,"200.0 ",Success
808,SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Sun Aug 03, 2008",Falcon 1 | Flight 3,StatusRetired,"7.0 ",Failure
809,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jul 22, 2008",Cosmos-3M (11K65M) | SAR-Lupe 5,StatusRetired,,Success
810,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed Jul 16, 2008",Zenit-3 SL | EchoStar XI,StatusActive,,Success
811,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Mon Jul 07, 2008",Ariane 5 ECA | ProtoStar-1 & Badr-6,StatusActive,"200.0 ",Success
812,ULA,"SLC-2W, Vandenberg AFB, California, USA","Fri Jun 20, 2008",Delta II 7320-10C | Jason-2,StatusRetired,,Success
813,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jun 19, 2008",Cosmos-3M (11K65M) | Orbcomm Satellites,StatusRetired,,Success
814,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jun 12, 2008",Ariane 5 ECA | Skynet 5C & Turksat 3A,StatusActive,"200.0 ",Success
815,ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Jun 11, 2008",Delta II 7920H-10C | GLAST,StatusRetired,,Success
816,CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Jun 09, 2008",Long March 3B | ChinaSat 9,StatusActive,,Success
817,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sat May 31, 2008",Space Shuttle Discovery | STS-124,StatusRetired,"450.0 ",Success
818,CASC,"LC-7, Taiyuan Satellite Launch Center, China","Tue May 27, 2008",Long March 4C | Fengyun-3A,StatusActive,"64.68 ",Success
819,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri May 23, 2008","Rokot/Briz KM | Cosmos 2437 to 2439, Youbilielnyi",StatusRetired,"41.8 ",Success
820,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed May 21, 2008",Zenit-3 SL | Galaxy 18,StatusActive,,Success
821,Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Mon Apr 28, 2008",Zenit-3 SLB | AMOS 3,StatusActive,,Partial Failure
822,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Mon Apr 28, 2008",PSLV-CA | Cartosat-2A & Rideshares,StatusActive,"21.0 ",Success
823,CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Apr 25, 2008",Long March 3C | Tianlian I-01,StatusActive,"20.14 ",Success
824,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Apr 18, 2008",Ariane 5 ECA | Star One C2 & Vinasat-1,StatusActive,"200.0 ",Success
825,Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Tue Apr 15, 2008",Pegasus XL | C/NOFS,StatusActive,"40.0 ",Success
826,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Mon Apr 14, 2008",Atlas V 421 | ICO G1,StatusActive,"123.0 ",Success
827,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Mar 27, 2008",Cosmos-3M (11K65M) | SAR-Lupe 4,StatusRetired,,Success
828,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed Mar 19, 2008",Zenit-3 SL | DirecTV-11,StatusActive,,Success
829,ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Mar 15, 2008",Delta II 7925 | GPS IIRM-6,StatusRetired,,Success
830,ULA,"SLC-3E, Vandenberg AFB, California, USA","Thu Mar 13, 2008",Atlas V 411 | NROL-28,StatusActive,"115.0 ",Success
831,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Tue Mar 11, 2008",Space Shuttle Endeavour | STS-123,StatusRetired,"450.0 ",Success
832,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sun Mar 09, 2008",Ariane 5 ES | Jules Verne ATV,StatusRetired,,Success
833,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Feb 23, 2008",H-IIA 202 | Kizuna,StatusActive,"90.0 ",Success
834,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Feb 07, 2008",Space Shuttle Atlantis | STS-122,StatusRetired,"450.0 ",Success
835,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Jan 21, 2008",PSLV-CA | TecSAR,StatusActive,"21.0 ",Success
836,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Jan 15, 2008",Zenit-3 SL | Thuraya-3,StatusActive,,Success
837,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Dec 21, 2007",Ariane 5 GS | Rascom-QAF1 & Horizons-2,StatusRetired,,Success
838,ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Dec 20, 2007",Delta II 7925 | GPS IIRM-5,StatusRetired,,Success
839,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Mon Dec 10, 2007",Atlas V 401 | NROL-24,StatusActive,"109.0 ",Success
840,ULA,"SLC-2W, Vandenberg AFB, California, USA","Sun Dec 09, 2007",Delta II 7420-10C | COSMO-2,StatusRetired,,Success
841,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Nov 14, 2007",Ariane 5 ECA | Skynet 5B & Star One C1,StatusActive,"200.0 ",Success
842,CASC,"LC-7, Taiyuan Satellite Launch Center, China","Sun Nov 11, 2007",Long March 4C | Yaogan 3,StatusActive,"64.68 ",Success
843,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Sun Nov 11, 2007",Delta IV Heavy | DSP-23,StatusActive,"350.0 ",Success
844,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Nov 01, 2007",Cosmos-3M (11K65M) | SAR-Lupe 3,StatusRetired,,Success
845,CASC,"LC-3, Xichang Satellite Launch Center, China","Wed Oct 24, 2007",Long March 3B | Chang'e 1,StatusActive,,Success
846,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Tue Oct 23, 2007",Molniya-M /Block 2BL | Cosmos 2430,StatusRetired,,Success
847,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Tue Oct 23, 2007",Space Shuttle Discovery | STS-120,StatusRetired,"450.0 ",Success
848,ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Oct 17, 2007",Delta II 7925 | GPS IIRM-4,StatusRetired,,Success
849,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Oct 11, 2007",Atlas V 421 | WSG-1,StatusActive,"123.0 ",Success
850,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Oct 05, 2007",Ariane 5 GS | Intelsat 11 & Optus D2,StatusRetired,,Success
851,ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu Sep 27, 2007",Delta II 7925H | Dawn,StatusRetired,,Success
852,CASC,"LC-7, Taiyuan Satellite Launch Center, China","Wed Sep 19, 2007",Long March 4B | CBERS-2B,StatusActive,"64.68 ",Success
853,ULA,"SLC-2W, Vandenberg AFB, California, USA","Tue Sep 18, 2007",Delta II 7920-10C | DigitalGlobe WorldView-1,StatusRetired,,Success
854,MHI,"LA-Y1, Tanegashima Space Center, Japan","Fri Sep 14, 2007",H-IIA 2022 | SELENE,StatusRetired,,Success
855,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Sep 11, 2007",Cosmos-3M (11K65M) | Cosmos 2429,StatusRetired,,Success
856,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Sun Sep 02, 2007",GSLV Mk I | INSAT-4CR,StatusRetired,"47.0 ",Partial Failure
857,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Aug 14, 2007",Ariane 5 ECA | Spaceway-3 & BSat-3A,StatusActive,"200.0 ",Success
858,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Wed Aug 08, 2007",Space Shuttle Endeavour | STS-118,StatusRetired,"450.0 ",Success
859,ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Aug 04, 2007",Delta II 7925 | Phoenix,StatusRetired,,Success
860,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Jul 05, 2007",Long March 3B | Chinasat-6B,StatusActive,,Success
861,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Mon Jul 02, 2007",Cosmos-3M (11K65M) | SAR-Lupe 2,StatusRetired,,Success
862,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Fri Jun 29, 2007",Zenit-2 | Cosmos 2428,StatusRetired,,Success
863,Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","Thu Jun 28, 2007",Dnepr | Genesis 2,StatusRetired,"29.0 ",Success
864,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Jun 15, 2007",Atlas V 401 | NROL-30 & NOSS-3,StatusActive,"109.0 ",Partial Failure
865,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Fri Jun 15, 2007",Dnepr | TerraSAR-X,StatusRetired,"29.0 ",Success
866,IAI,"Pad 1, Palmachim Airbase, Israel","Sun Jun 10, 2007",Shavit-2 | Ofek-7,StatusActive,,Success
867,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 08, 2007",Space Shuttle Atlantis | STS-117,StatusRetired,"450.0 ",Success
868,ULA,"SLC-2W, Vandenberg AFB, California, USA","Fri Jun 08, 2007",Delta II 7420-10C | COSMO-SkyMed,StatusRetired,,Success
869,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu May 31, 2007",Long March 3A | SinoSat 3,StatusActive,"69.7 ",Success
870,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Fri May 25, 2007",Long March 2D | Yaogan 2 & ZDPS-1,StatusActive,"29.75 ",Success
871,CASC,"LC-2, Xichang Satellite Launch Center, China","Sun May 13, 2007",Long March 3B/E | NIGCOMSAT-1,StatusActive,"29.15 ",Success
872,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri May 04, 2007",Ariane 5 ECA | Astra 1L & Galaxy 17,StatusActive,"200.0 ",Success
873,Northrop,"Stargazer, Vandenberg AFB, California, USA","Wed Apr 25, 2007",Pegasus XL | AIM,StatusActive,"40.0 ",Success
874,Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA","Tue Apr 24, 2007",Minotaur I | NFIRE,StatusActive,"40.0 ",Success
875,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Mon Apr 23, 2007",PSLV-CA | AGILE & AAM,StatusActive,"21.0 ",Success
876,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Tue Apr 17, 2007",Dnepr | EgyptSat 1 & Others,StatusRetired,"29.0 ",Success
877,CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Apr 13, 2007",Long March 3A | Compass-M1,StatusActive,"69.7 ",Success
878,CASC,"LC-7, Taiyuan Satellite Launch Center, China","Wed Apr 11, 2007",Long March 2C | Haiyang-1B,StatusActive,"30.8 ",Success
879,SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Wed Mar 21, 2007",Falcon 1 | DemoSat,StatusRetired,"7.0 ",Failure
880,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sun Mar 11, 2007",Ariane 5 ECA | Skynet 5A & INSAT-4B,StatusActive,"200.0 ",Success
881,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Mar 09, 2007","Atlas V 401 | STP-1, FalconSat-3",StatusActive,"109.0 ",Success
882,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Feb 24, 2007","H-IIA 2024 | IGS-Optical 3V, IGS-Radar 2",StatusRetired,,Success
883,ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Feb 17, 2007",Delta II 7925-10C | THEMIS,StatusRetired,,Success
884,CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Feb 02, 2007",Long March 3A | Beidou-1D,StatusActive,"69.7 ",Success
885,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Jan 30, 2007",Zenit-3 SL | NSS-8,StatusActive,,Failure
886,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Jan 10, 2007",PSLV-G | Cartosat-2 & SRE-1 & Rideshares,StatusRetired,"25.0 ",Success
887,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Dec 19, 2006",Cosmos-3M (11K65M) | SAR-Lupe 1,StatusRetired,,Success
888,MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Dec 18, 2006",H-IIA 204 | Kiku 8,StatusActive,,Success
889,Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA","Sat Dec 16, 2006",Minotaur I | TacSat-2 & GeneSat-1,StatusActive,"40.0 ",Success
890,ULA,"SLC-2W, Vandenberg AFB, California, USA","Thu Dec 14, 2006",Delta II 7920-10C | NROL-21,StatusRetired,,Success
891,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sun Dec 10, 2006",Space Shuttle Discovery | STS-116,StatusRetired,"450.0 ",Success
892,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Dec 08, 2006",Ariane 5 ECA | WildBlue-1 & AMC-18,StatusActive,"200.0 ",Success
893,CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Dec 08, 2006",Long March 3A | Fengyun-2D,StatusActive,"69.7 ",Success
894,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri Nov 17, 2006",Delta II 7925 | GPS IIRM-3,StatusRetired,,Success
895,Boeing,"SLC-6, Vandenberg AFB, California, USA","Sat Nov 04, 2006",Delta IV Medium | DMSP F17,StatusRetired,"133.0 ",Success
896,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Mon Oct 30, 2006",Zenit-3 SL | XM-4,StatusActive,,Success
897,CASC,"LC-2, Xichang Satellite Launch Center, China","Sat Oct 28, 2006",Long March 3B | SinoSat 2,StatusActive,,Success
898,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu Oct 26, 2006",Delta II 7925-10L | STEREO,StatusRetired,,Success
899,CASC,"LC-7, Taiyuan Satellite Launch Center, China","Mon Oct 23, 2006",Long March 4B | Shijian-6C & 6D,StatusActive,"64.68 ",Success
900,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Oct 13, 2006","Ariane 5 ECA | DirecTV-9S, Optus D1, LDREX-2",StatusActive,"200.0 ",Success
901,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Mon Sep 25, 2006",Delta II 7925 | GPS IIRM-2,StatusRetired,,Success
902,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Fri Sep 22, 2006","Mu-V / M-25 | SSSat 2, Hinode & Camatai",StatusRetired,,Success
903,CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Sep 12, 2006",Long March 3A | Chinasat-22A,StatusActive,"69.7 ",Success
904,MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Sep 11, 2006",H-IIA 202 | IGS-Optical 2,StatusActive,"90.0 ",Success
905,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sat Sep 09, 2006",Space Shuttle Atlantis | STS-115,StatusRetired,"450.0 ",Success
906,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Sep 09, 2006",Long March 2C | Shijian-8,StatusActive,"30.8 ",Success
907,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Aug 22, 2006",Zenit-3 SL | Koreasat 5,StatusActive,,Success
908,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Aug 11, 2006",Ariane 5 ECA | JCSAT-10 & Syracuse 3B,StatusActive,"200.0 ",Success
909,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Jul 28, 2006",Rokot/Briz KM | KompSat-2,StatusRetired,"41.8 ",Success
910,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Wed Jul 26, 2006",Dnepr | BelKa 1 & Others,StatusRetired,"29.0 ",Failure
911,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Fri Jul 21, 2006",Molniya-M /Block 2BL | Cosmos 2422,StatusRetired,,Success
912,Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","Wed Jul 12, 2006",Dnepr | Genesis 1,StatusRetired,"29.0 ",Success
913,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Mon Jul 10, 2006",GSLV Mk I | INSAT-4C,StatusRetired,"47.0 ",Failure
914,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Tue Jul 04, 2006",Space Shuttle Discovery | STS-121,StatusRetired,"450.0 ",Success
915,Boeing,"SLC-6, Vandenberg AFB, California, USA","Wed Jun 28, 2006","Delta IV Medium+ (4,2) | NROL-22",StatusRetired,"164.0 ",Success
916,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sun Jun 25, 2006",Tsyklon-2 | Cosmos 2421,StatusRetired,,Success
917,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Jun 21, 2006",Delta II 7925 | MiTEx,StatusRetired,,Success
918,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Sun Jun 18, 2006",Zenit-3 SL | Galaxy 16,StatusActive,,Success
919,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat May 27, 2006",Ariane 5 ECA | Satmex-6 & Thaicom-5,StatusActive,"200.0 ",Success
920,SRC,"K-84 Submarine, Barents Sea Launch Area, Barents Sea","Fri May 26, 2006",Shtil' | Kompass-2,StatusRetired,,Success
921,Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA","Wed May 24, 2006","Delta IV Medium+ (4,2) | GOES-N (GOES-13)",StatusRetired,"164.0 ",Success
922,Boeing,"SLC-2W, Vandenberg AFB, California, USA","Fri Apr 28, 2006","Delta II 7420-10C | CloudSat, CALIPSO",StatusRetired,,Success
923,CASC,"LC-7, Taiyuan Satellite Launch Center, China","Wed Apr 26, 2006",Long March 4C | Yaogan 1,StatusActive,"64.68 ",Success
924,MITT,"Svobodny Cosmodrome, Russia","Tue Apr 25, 2006",Start-1 | EROS B,StatusActive,,Success
925,ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Apr 20, 2006",Atlas V 411 | Astra 1KR,StatusActive,"115.0 ",Success
926,Northrop,"SLC-8, Vandenberg AFB, California, USA","Sat Apr 15, 2006",Minotaur I | COSMIC (FORMOSAT-3),StatusActive,"40.0 ",Success
927,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed Apr 12, 2006",Zenit-3 SL | JCSat-9,StatusActive,,Success
928,Northrop,"Stargazer, Vandenberg AFB, California, USA","Tue Mar 28, 2006",Pegasus XL | ST-5,StatusActive,"40.0 ",Success
929,SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Fri Mar 24, 2006",Falcon 1 | FalconSat-2,StatusRetired,"7.0 ",Failure
930,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat Mar 11, 2006",Ariane 5 ECA | Spainsat & Hot Bird 7A,StatusActive,"200.0 ",Success
931,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Tue Feb 21, 2006","Mu-V / M-25 | SSSat 1, CUTE 1.7 & Akari",StatusRetired,,Success
932,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Feb 18, 2006",H-IIA 2024 | Himawari 7,StatusRetired,,Success
933,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed Feb 15, 2006",Zenit-3 SL | EchoStar-X,StatusActive,,Success
934,MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Jan 24, 2006",H-IIA 2022 | Daichi,StatusRetired,,Success
935,ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Jan 19, 2006",Atlas V 551 | New Horizons,StatusActive,"153.0 ",Success
936,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Dec 21, 2005",Ariane 5 GS | INSAT-4A & MSG-2,StatusRetired,,Success
937,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Dec 21, 2005",Cosmos-3M (11K65M) | Cosmos 2416,StatusRetired,,Success
938,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Nov 16, 2005",Ariane 5 ECA | Spaceway-2 & Telkom-2,StatusActive,"200.0 ",Success
939,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Nov 08, 2005",Zenit-3 SL | Inmarsat 4F-2,StatusActive,,Success
940,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Oct 27, 2005",Cosmos-3M (11K65M) | TopSat 1 & Others,StatusRetired,,Success
941,Lockheed,"SLC-4E, Vandenberg AFB, California, USA","Wed Oct 19, 2005",Titan IV(404)B | NROL-20 (KH-11 Kennen),StatusRetired,,Success
942,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Sun Oct 16, 2005",Long March 2F | Shenzhou 6,StatusActive,,Success
943,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Oct 13, 2005",Ariane 5 GS | Syracuse 3A & Galaxy 15,StatusRetired,,Success
944,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Oct 08, 2005",Rokot/Briz KM | CryoSat-1,StatusRetired,"41.8 ",Failure
945,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Mon Sep 26, 2005",Delta II 7925 | GPS IIRM-1,StatusRetired,,Success
946,Northrop,"SLC-8, Vandenberg AFB, California, USA","Thu Sep 22, 2005",Minotaur I | Streak (STP-R1),StatusActive,"40.0 ",Success
947,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Aug 29, 2005",Long March 2D | FSW-3 No. 3,StatusActive,"29.75 ",Success
948,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Aug 26, 2005",Rokot/Briz KM | Monitor-E,StatusRetired,"41.8 ",Success
949,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Tue Aug 23, 2005",Dnepr | Kirari and Reimei,StatusRetired,"29.0 ",Success
950,ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Aug 12, 2005",Atlas V 401 | Mars Reconnaissance Orbiter,StatusActive,"109.0 ",Success
951,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Aug 11, 2005",Ariane 5 GS | iPStar-1,StatusRetired,,Success
952,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Tue Aug 02, 2005",Long March 2C | FSW-4 No. 2,StatusActive,"30.8 ",Success
953,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Tue Jul 26, 2005",Space Shuttle Discovery | STS-114,StatusRetired,"450.0 ",Success
